gene.name	uniprot	MolecularFunctions	gene.score	in.AutismKB	in.DDG2P_16_7_2019	in.Table S5	in.denovo_rare(MAF<1%)	in.iPSYCH	in.SFARI	resource.count	in.signor	in.largest.comp	out.edge.in.largest.comp	in.edge.in.largest.comp	glob.out	glob.in
RPS6KA4	O75676	"ATP binding [GO:0005524]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; magnesium ion binding [GO:0000287]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; ribosomal protein S6 kinase activity [GO:0004711]"		no	no	no	no	no	no	0	yes	yes	8	2	8	2
CNP	P09543	"2',3'-cyclic-nucleotide 3'-phosphodiesterase activity [GO:0004113]; cyclic nucleotide binding [GO:0030551]; RNA binding [GO:0003723]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
RNF141	Q8WVD5	"metal ion binding [GO:0046872]; ubiquitin-protein transferase activity [GO:0004842]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
SCN4A	P35499	"voltage-gated ion channel activity [GO:0005244]; voltage-gated sodium channel activity [GO:0005248]"	3	no	yes	no	no	no	yes	2	yes	yes	1	5	1	5
PROS1	P07225	"calcium ion binding [GO:0005509]; endopeptidase inhibitor activity [GO:0004866]"		no	no	no	no	no	no	0	yes	yes	1	1	1	1
CCNO	P22674	cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
WDR62	O43379			no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
TG	P01266	"hormone activity [GO:0005179]; identical protein binding [GO:0042802]"		no	no	no	no	no	no	0	yes	yes	0	2	0	2
SPRED1	Q7Z699	"phosphatase binding [GO:0019902]; protein kinase binding [GO:0019901]; protein serine/threonine kinase inhibitor activity [GO:0030291]; stem cell factor receptor binding [GO:0005173]"		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
UBR2	Q8IWV8	"leucine binding [GO:0070728]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]"		yes	no	no	no	no	no	1	yes	yes	1	0	1	0
RPN2	P04844	ribosome binding [GO:0043022]		no	no	no	yes	no	no	1	no	no	NA	NA	NA	NA
SPTBN1	Q01082	"actin binding [GO:0003779]; actin filament binding [GO:0051015]; ankyrin binding [GO:0030506]; cadherin binding [GO:0045296]; calmodulin binding [GO:0005516]; GTPase binding [GO:0051020]; phospholipid binding [GO:0005543]; RNA binding [GO:0003723]; structural constituent of cytoskeleton [GO:0005200]"		no	no	no	no	no	no	0	yes	yes	0	5	0	5
CPZ	Q66K79	"metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]"	3	no	no	no	no	no	yes	1	no	no	NA	NA	NA	NA
POU5F1	Q01860	"DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; miRNA binding [GO:0035198]; RNA binding [GO:0003723]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]; transcription cis-regulatory region binding [GO:0000976]; ubiquitin protein ligase binding [GO:0031625]"		no	no	no	no	no	no	0	yes	yes	5	14	5	14
CKMT2	P17540	"ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; kinase activity [GO:0016301]"		no	no	no	no	no	no	0	yes	yes	1	1	1	1
POLH	Q9Y253	"damaged DNA binding [GO:0003684]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]"		no	no	no	no	no	no	0	yes	yes	0	3	0	3
SMC1A	Q14683	"ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; mediator complex binding [GO:0036033]; protein heterodimerization activity [GO:0046982]; RNA binding [GO:0003723]"	NA	no	yes	no	no	no	yes	2	yes	yes	2	1	2	1
KNTC1	P50748	small GTPase binding [GO:0031267]		no	no	no	yes	no	no	1	yes	yes	1	0	1	0
ACACA	Q13085	"acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]"		yes	no	no	no	no	no	1	yes	yes	2	11	2	11
DIP2B	Q9P265	alpha-tubulin binding [GO:0043014]		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
UBA1	P22314	"ATP binding [GO:0005524]; RNA binding [GO:0003723]; ubiquitin activating enzyme activity [GO:0004839]"		no	no	no	no	no	no	0	yes	yes	1	1	1	1
ATF1	P18846	"DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; identical protein binding [GO:0042802]; protein heterodimerization activity [GO:0046982]; protein-containing complex binding [GO:0044877]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]"		no	no	no	no	no	no	0	yes	yes	0	9	0	9
WEE1	P30291	"ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein kinase activity [GO:0004672]; protein tyrosine kinase activity [GO:0004713]"		no	no	no	no	no	no	0	yes	yes	2	12	2	12
UBA3	Q8TBC4	"ATP binding [GO:0005524]; identical protein binding [GO:0042802]; NEDD8 activating enzyme activity [GO:0019781]; NEDD8 transferase activity [GO:0019788]; protein heterodimerization activity [GO:0046982]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
FOSL2	P15408	"chromatin binding [GO:0003682]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
PIP5K1A	Q99755	"1-phosphatidylinositol-3-phosphate 5-kinase activity [GO:0000285]; 1-phosphatidylinositol-4-phosphate 5-kinase activity [GO:0016308]; 1-phosphatidylinositol-5-kinase activity [GO:0052810]; ATP binding [GO:0005524]; kinase binding [GO:0019900]; phosphatidylinositol-3,4-bisphosphate 5-kinase activity [GO:0052812]"		no	no	no	no	no	no	0	yes	yes	0	2	0	2
STRN4	Q9NRL3	"armadillo repeat domain binding [GO:0070016]; calmodulin binding [GO:0005516]; protein phosphatase 2A binding [GO:0051721]; protein-containing complex binding [GO:0044877]"		no	no	no	no	no	no	0	yes	yes	2	1	2	1
TAF3	Q5VWG9	"metal ion binding [GO:0046872]; p53 binding [GO:0002039]; protein heterodimerization activity [GO:0046982]; RNA polymerase II general transcription initiation factor activity [GO:0016251]; transcription regulator inhibitor activity [GO:0140416]"		no	no	no	no	no	no	0	yes	yes	2	0	2	0
PDGFRA	P16234	"ATP binding [GO:0005524]; BBSome binding [GO:0062063]; growth factor binding [GO:0019838]; platelet-derived growth factor alpha-receptor activity [GO:0005018]; platelet-derived growth factor binding [GO:0048407]; platelet-derived growth factor receptor binding [GO:0005161]; protein homodimerization activity [GO:0042803]; protein kinase activity [GO:0004672]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; vascular endothelial growth factor binding [GO:0038085]; vascular endothelial growth factor receptor activity [GO:0005021]"		no	no	no	no	no	no	0	yes	yes	4	19	4	19
PRSS56	P0CW18	serine-type endopeptidase activity [GO:0004252]		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
COX5B	P10606	"cytochrome-c oxidase activity [GO:0004129]; metal ion binding [GO:0046872]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
CNOT6	Q9ULM6	"3'-5'-exoribonuclease activity [GO:0000175]; exoribonuclease activity [GO:0004532]; metal ion binding [GO:0046872]; nuclear receptor coactivator activity [GO:0030374]; poly(A)-specific ribonuclease activity [GO:0004535]; RNA binding [GO:0003723]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
ATP2A3	Q93084	"ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; calcium ion transmembrane transporter activity [GO:0015085]; calcium-dependent ATPase activity [GO:0030899]; cysteine-type endopeptidase activator activity involved in apoptotic process [GO:0008656]; metal ion binding [GO:0046872]; P-type calcium transporter activity [GO:0005388]; P-type ion transporter activity [GO:0015662]; transmembrane transporter binding [GO:0044325]"		no	no	no	yes	no	no	1	yes	yes	0	1	0	1
HEY1	Q9Y5J3	"DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; protein dimerization activity [GO:0046983]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; sequence-specific double-stranded DNA binding [GO:1990837]"		no	no	no	no	no	no	0	yes	yes	1	2	1	2
RAB3A	P20336	"ATPase activator activity [GO:0001671]; ATPase binding [GO:0051117]; GDP-dissociation inhibitor binding [GO:0051021]; GTP binding [GO:0005525]; GTP-dependent protein binding [GO:0030742]; GTPase activity [GO:0003924]; myosin V binding [GO:0031489]; protein C-terminus binding [GO:0008022]"		no	no	no	no	no	no	0	yes	yes	0	8	0	8
APOH	P02749	"heparin binding [GO:0008201]; identical protein binding [GO:0042802]; lipid binding [GO:0008289]; lipoprotein lipase activator activity [GO:0060230]; phospholipid binding [GO:0005543]"		no	no	no	no	no	no	0	yes	yes	1	2	1	2
FPR1	P21462	"complement receptor activity [GO:0004875]; G protein-coupled receptor activity [GO:0004930]; G protein-coupled receptor binding [GO:0001664]; N-formyl peptide receptor activity [GO:0004982]; RAGE receptor binding [GO:0050786]; scavenger receptor binding [GO:0005124]"		no	no	no	no	no	no	0	yes	yes	3	3	3	3
ARPC4	P59998	"actin binding [GO:0003779]; enzyme binding [GO:0019899]; structural constituent of cytoskeleton [GO:0005200]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
SLITRK5	O94991		2	no	no	no	yes	no	yes	2	yes	yes	2	0	2	0
EXOSC7	Q15024	"3'-5'-exoribonuclease activity [GO:0000175]; RNA binding [GO:0003723]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
SDCBP	O00560	"cell adhesion molecule binding [GO:0050839]; cytoskeletal anchor activity [GO:0008093]; ephrin receptor binding [GO:0046875]; frizzled binding [GO:0005109]; growth factor binding [GO:0019838]; identical protein binding [GO:0042802]; interleukin-5 receptor binding [GO:0005137]; ionotropic glutamate receptor binding [GO:0035255]; metalloendopeptidase activity [GO:0004222]; neurexin family protein binding [GO:0042043]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; protein C-terminus binding [GO:0008022]; protein heterodimerization activity [GO:0046982]; protein N-terminus binding [GO:0047485]; protein-containing complex binding [GO:0044877]; syndecan binding [GO:0045545]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
NOS2	P35228	"arginine binding [GO:0034618]; calmodulin binding [GO:0005516]; flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; NADP binding [GO:0050661]; nitric-oxide synthase activity [GO:0004517]; oxidoreductase activity [GO:0016491]; protein homodimerization activity [GO:0042803]; tetrahydrobiopterin binding [GO:0034617]"		no	no	no	no	no	no	0	yes	yes	0	3	0	3
ALDH3A2	P51648	"aldehyde dehydrogenase (NAD+) activity [GO:0004029]; glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity [GO:0043878]; long-chain-alcohol oxidase activity [GO:0046577]; long-chain-aldehyde dehydrogenase activity [GO:0050061]; medium-chain-aldehyde dehydrogenase activity [GO:0052814]; protein homodimerization activity [GO:0042803]"		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
NPR1	P16066	"ATP binding [GO:0005524]; G protein-coupled peptide receptor activity [GO:0008528]; GTP binding [GO:0005525]; guanylate cyclase activity [GO:0004383]; hormone binding [GO:0042562]; natriuretic peptide receptor activity [GO:0016941]; peptide hormone binding [GO:0017046]; peptide receptor activity [GO:0001653]; protein kinase activity [GO:0004672]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
TMLHE	Q9NVH6	"iron ion binding [GO:0005506]; trimethyllysine dioxygenase activity [GO:0050353]"	2	no	no	no	no	no	yes	1	yes	yes	4	0	4	0
PRSS3	P35030	"calcium ion binding [GO:0005509]; serine-type endopeptidase activity [GO:0004252]; serine-type peptidase activity [GO:0008236]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
STX4	Q12846	"SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]; sphingomyelin phosphodiesterase activator activity [GO:0016230]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
ELL	P55199	"cis-regulatory region sequence-specific DNA binding [GO:0000987]; phosphatase binding [GO:0019902]"		no	no	no	no	no	no	0	yes	no	NA	NA	2	2
DDHD2	O94830	"metal ion binding [GO:0046872]; phospholipase activity [GO:0004620]; triglyceride lipase activity [GO:0004806]"	2	no	yes	no	no	no	yes	2	yes	yes	3	0	3	0
SPOP	O43791	"molecular function inhibitor activity [GO:0140678]; ubiquitin protein ligase binding [GO:0031625]"		no	no	no	no	no	no	0	yes	yes	10	1	10	1
PLIN3	O60664	cadherin binding [GO:0045296]		no	no	no	no	no	no	0	yes	yes	2	2	2	2
CLK3	P49761	"ATP binding [GO:0005524]; identical protein binding [GO:0042802]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; protein tyrosine kinase activity [GO:0004713]; RNA binding [GO:0003723]"		no	no	no	no	no	no	0	yes	yes	NA	NA	NA	NA
EIF3A	Q14152	"mRNA binding [GO:0003729]; receptor tyrosine kinase binding [GO:0030971]; RNA binding [GO:0003723]; structural molecule activity [GO:0005198]; translation initiation factor activity [GO:0003743]"		no	no	no	no	no	no	0	yes	yes	1	1	1	1
RRM2B	Q7LG56	"identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]"		no	yes	no	no	no	no	1	yes	yes	1	1	1	1
ARHGAP11B	Q3KRB8	GTPase activator activity [GO:0005096]	3	no	no	no	no	no	yes	1	yes	yes	2	0	2	0
GGNBP2	Q9H3C7		2	no	no	no	no	no	yes	1	yes	yes	1	0	1	0
NET1	Q7Z628	guanyl-nucleotide exchange factor activity [GO:0005085]		no	no	no	no	no	no	0	yes	yes	1	1	1	1
MTMR1	Q13613	"phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity [GO:0052629]; phosphatidylinositol-3-phosphatase activity [GO:0004438]; protein homodimerization activity [GO:0042803]"		no	no	no	no	no	no	0	yes	yes	2	0	2	0
CHSY1	Q86X52	"acetylgalactosaminyltransferase activity [GO:0008376]; glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity [GO:0047238]; metal ion binding [GO:0046872]; N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase activity [GO:0050510]"		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
GIPR	P48546	"G protein-coupled peptide receptor activity [GO:0008528]; gastric inhibitory peptide receptor activity [GO:0016519]; glucagon family peptide binding [GO:0120022]; peptide hormone binding [GO:0017046]; transmembrane signaling receptor activity [GO:0004888]"		no	no	no	no	no	no	0	yes	no	NA	NA	0	1
SHANK2	Q9UPX8	"ionotropic glutamate receptor binding [GO:0035255]; protein C-terminus binding [GO:0008022]; SH3 domain binding [GO:0017124]; structural constituent of postsynaptic density [GO:0098919]; synaptic receptor adaptor activity [GO:0030160]"	1	yes	yes	yes	no	yes	yes	5	yes	yes	1	5	1	5
SMOC1	Q9H4F8	"calcium ion binding [GO:0005509]; extracellular matrix binding [GO:0050840]; heparin binding [GO:0008201]"		no	yes	no	no	no	no	1	yes	yes	NA	NA	NA	NA
CSNK1E	P49674	"ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; RNA binding [GO:0003723]"	3	no	no	no	no	no	yes	1	yes	yes	18	2	18	2
YBX1	P67809	"C5-methylcytidine-containing RNA binding [GO:0062153]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; double-stranded DNA binding [GO:0003690]; GTPase binding [GO:0051020]; miRNA binding [GO:0035198]; mRNA binding [GO:0003729]; nucleic acid binding [GO:0003676]; RNA binding [GO:0003723]; sequence-specific double-stranded DNA binding [GO:1990837]; single-stranded DNA binding [GO:0003697]"		no	no	no	no	no	no	0	yes	yes	0	5	0	5
CSRP3	P50461	"actin binding [GO:0003779]; actinin binding [GO:0042805]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; structural constituent of muscle [GO:0008307]; telethonin binding [GO:0031433]"		no	no	no	no	no	no	0	yes	yes	3	0	3	0
RMND5B	Q96G75	"metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
CNOT8	Q9UFF9	"3'-5'-exoribonuclease activity [GO:0000175]; metal ion binding [GO:0046872]; poly(A)-specific ribonuclease activity [GO:0004535]; RNA binding [GO:0003723]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
BLOC1S4	Q9NUP1			no	no	no	no	no	no	0	yes	yes	1	0	1	0
RXFP2	Q8WXD0	"G protein-coupled peptide receptor activity [GO:0008528]; protein-hormone receptor activity [GO:0016500]"		no	no	no	no	no	no	0	yes	no	NA	NA	0	1
NAB2	Q15742	"identical protein binding [GO:0042802]; transcription coregulator activity [GO:0003712]; transcription corepressor activity [GO:0003714]"		no	no	no	no	no	no	0	yes	yes	NA	NA	NA	NA
GNPTAB	Q3T906	"calcium ion binding [GO:0005509]; UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase activity [GO:0003976]"		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
SH3RF3	Q8TEJ3	"metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]"	3	no	no	no	no	no	yes	1	yes	yes	0	1	0	1
CPSF6	Q16630	"exon-exon junction complex binding [GO:1990448]; mRNA binding [GO:0003729]; ribosomal large subunit binding [GO:0043023]; RNA binding [GO:0003723]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
CYTH2	Q99418	"guanyl-nucleotide exchange factor activity [GO:0005085]; inositol 1,4,5 trisphosphate binding [GO:0070679]; lipid binding [GO:0008289]"		no	no	no	no	no	no	0	yes	yes	1	3	1	3
TBL1XR1	Q9BZK7	"beta-catenin binding [GO:0008013]; histone binding [GO:0042393]; protein N-terminus binding [GO:0047485]; transcription cis-regulatory region binding [GO:0000976]; transcription corepressor activity [GO:0003714]"	1	yes	yes	no	no	yes	yes	4	yes	yes	2	1	2	1
